Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths),Total confirmed cases of COVID-19 (cases)
Croatia,HRV,"Mar 12, 2020",0,16
Croatia,HRV,"Mar 13, 2020",0,25
Croatia,HRV,"Mar 14, 2020",0,31
Croatia,HRV,"Mar 15, 2020",0,37
Croatia,HRV,"Mar 16, 2020",0,48
Croatia,HRV,"Mar 17, 2020",0,56
Croatia,HRV,"Mar 18, 2020",0,69
Croatia,HRV,"Mar 19, 2020",0,81
Croatia,HRV,"Mar 20, 2020",0,104
Croatia,HRV,"Mar 21, 2020",0,126
Croatia,HRV,"Mar 22, 2020",0,206
Croatia,HRV,"Mar 23, 2020",0,235
Croatia,HRV,"Mar 24, 2020",0,306
Croatia,HRV,"Mar 25, 2020",1,382
Croatia,HRV,"Mar 26, 2020",1,418
Croatia,HRV,"Mar 27, 2020",2,495
Cuba,CUB,"Mar 12, 2020",0,3
Cuba,CUB,"Mar 14, 2020",0,4
Cuba,CUB,"Mar 15, 2020",0,4
Cuba,CUB,"Mar 18, 2020",0,7
Cuba,CUB,"Mar 19, 2020",1,11
Cuba,CUB,"Mar 20, 2020",1,16
Cuba,CUB,"Mar 21, 2020",1,21
Cuba,CUB,"Mar 22, 2020",1,25
Cuba,CUB,"Mar 23, 2020",1,35
Cuba,CUB,"Mar 24, 2020",1,40
Cuba,CUB,"Mar 25, 2020",1,48
Cuba,CUB,"Mar 26, 2020",1,57
Cuba,CUB,"Mar 27, 2020",2,67
Curacao,CUW,"Mar 13, 2020",0,1
Curacao,CUW,"Mar 20, 2020",0,3
Curacao,CUW,"Mar 24, 2020",0,6
Curacao,CUW,"Mar 26, 2020",1,6
Curacao,CUW,"Mar 27, 2020",1,7
Cyprus,CYP,"Mar 10, 2020",0,2
Cyprus,CYP,"Mar 12, 2020",0,6
Cyprus,CYP,"Mar 14, 2020",0,14
Cyprus,CYP,"Mar 15, 2020",0,21
Cyprus,CYP,"Mar 16, 2020",0,30
Cyprus,CYP,"Mar 17, 2020",0,40
Cyprus,CYP,"Mar 18, 2020",0,40
Cyprus,CYP,"Mar 19, 2020",0,58
Cyprus,CYP,"Mar 20, 2020",0,58
Cyprus,CYP,"Mar 21, 2020",0,67
Cyprus,CYP,"Mar 22, 2020",0,84
Cyprus,CYP,"Mar 23, 2020",0,95
Cyprus,CYP,"Mar 24, 2020",0,116
Cyprus,CYP,"Mar 25, 2020",3,124
Cyprus,CYP,"Mar 26, 2020",3,132
Cyprus,CYP,"Mar 27, 2020",3,146
Czech Republic,CZE,"Dec 31, 2019",0,0
Czech Republic,CZE,"Jan 1, 2020",0,0
Czech Republic,CZE,"Jan 2, 2020",0,0
Czech Republic,CZE,"Jan 3, 2020",0,0
Czech Republic,CZE,"Jan 4, 2020",0,0
Czech Republic,CZE,"Jan 5, 2020",0,0
Czech Republic,CZE,"Jan 6, 2020",0,0
Czech Republic,CZE,"Jan 7, 2020",0,0
Czech Republic,CZE,"Jan 8, 2020",0,0
Czech Republic,CZE,"Jan 9, 2020",0,0
Czech Republic,CZE,"Jan 10, 2020",0,0
Czech Republic,CZE,"Jan 11, 2020",0,0
Czech Republic,CZE,"Jan 12, 2020",0,0
Czech Republic,CZE,"Jan 13, 2020",0,0
Czech Republic,CZE,"Jan 14, 2020",0,0
Czech Republic,CZE,"Jan 15, 2020",0,0
Czech Republic,CZE,"Jan 16, 2020",0,0
Czech Republic,CZE,"Jan 17, 2020",0,0
Czech Republic,CZE,"Jan 18, 2020",0,0
Czech Republic,CZE,"Jan 19, 2020",0,0
Czech Republic,CZE,"Jan 20, 2020",0,0
Czech Republic,CZE,"Jan 21, 2020",0,0
Czech Republic,CZE,"Jan 22, 2020",0,0
Czech Republic,CZE,"Jan 23, 2020",0,0
Czech Republic,CZE,"Jan 24, 2020",0,0
Czech Republic,CZE,"Jan 25, 2020",0,0
Czech Republic,CZE,"Jan 26, 2020",0,0
Czech Republic,CZE,"Jan 27, 2020",0,0
Czech Republic,CZE,"Jan 28, 2020",0,0
Czech Republic,CZE,"Jan 29, 2020",0,0
Czech Republic,CZE,"Jan 30, 2020",0,0
Czech Republic,CZE,"Jan 31, 2020",0,0
Czech Republic,CZE,"Feb 1, 2020",0,0
Czech Republic,CZE,"Feb 2, 2020",0,0
Czech Republic,CZE,"Feb 3, 2020",0,0
Czech Republic,CZE,"Feb 4, 2020",0,0
Czech Republic,CZE,"Feb 5, 2020",0,0
Czech Republic,CZE,"Feb 6, 2020",0,0
Czech Republic,CZE,"Feb 7, 2020",0,0
Czech Republic,CZE,"Feb 8, 2020",0,0
Czech Republic,CZE,"Feb 9, 2020",0,0
Czech Republic,CZE,"Feb 10, 2020",0,0
Czech Republic,CZE,"Feb 11, 2020",0,0
Czech Republic,CZE,"Feb 12, 2020",0,0
Czech Republic,CZE,"Feb 13, 2020",0,0
Czech Republic,CZE,"Feb 14, 2020",0,0
Czech Republic,CZE,"Feb 15, 2020",0,0
Czech Republic,CZE,"Feb 16, 2020",0,0
Czech Republic,CZE,"Feb 17, 2020",0,0
Czech Republic,CZE,"Feb 18, 2020",0,0
Czech Republic,CZE,"Feb 19, 2020",0,0
Czech Republic,CZE,"Feb 20, 2020",0,0
Czech Republic,CZE,"Feb 21, 2020",0,0
Czech Republic,CZE,"Feb 22, 2020",0,0
Czech Republic,CZE,"Feb 23, 2020",0,0
Czech Republic,CZE,"Feb 24, 2020",0,0
Czech Republic,CZE,"Feb 25, 2020",0,0
Czech Republic,CZE,"Feb 26, 2020",0,0
Czech Republic,CZE,"Feb 27, 2020",0,0
Czech Republic,CZE,"Feb 28, 2020",0,0
Czech Republic,CZE,"Feb 29, 2020",0,0
Czech Republic,CZE,"Mar 1, 2020",0,0
Czech Republic,CZE,"Mar 2, 2020",0,3
Czech Republic,CZE,"Mar 3, 2020",0,5
Czech Republic,CZE,"Mar 4, 2020",0,5
Czech Republic,CZE,"Mar 5, 2020",0,8
Czech Republic,CZE,"Mar 6, 2020",0,12
Czech Republic,CZE,"Mar 7, 2020",0,19
Czech Republic,CZE,"Mar 8, 2020",0,26
Czech Republic,CZE,"Mar 9, 2020",0,32
Czech Republic,CZE,"Mar 10, 2020",0,40
Czech Republic,CZE,"Mar 11, 2020",0,63
Czech Republic,CZE,"Mar 12, 2020",0,94
Czech Republic,CZE,"Mar 13, 2020",0,116
Czech Republic,CZE,"Mar 14, 2020",0,150
Czech Republic,CZE,"Mar 15, 2020",0,214
Czech Republic,CZE,"Mar 16, 2020",0,298
Czech Republic,CZE,"Mar 17, 2020",0,344
Czech Republic,CZE,"Mar 18, 2020",0,434
Czech Republic,CZE,"Mar 19, 2020",0,522
Czech Republic,CZE,"Mar 20, 2020",0,694
Czech Republic,CZE,"Mar 21, 2020",0,904
Czech Republic,CZE,"Mar 22, 2020",0,995
Czech Republic,CZE,"Mar 23, 2020",1,1165
Czech Republic,CZE,"Mar 24, 2020",1,1236
Czech Republic,CZE,"Mar 25, 2020",3,1394
Czech Republic,CZE,"Mar 26, 2020",6,1654
Czech Republic,CZE,"Mar 27, 2020",9,2062
Democratic Republic of Congo,COD,"Mar 11, 2020",0,1
Democratic Republic of Congo,COD,"Mar 14, 2020",0,2
Democratic Republic of Congo,COD,"Mar 15, 2020",0,2
Democratic Republic of Congo,COD,"Mar 16, 2020",0,2
Democratic Republic of Congo,COD,"Mar 17, 2020",0,3
Democratic Republic of Congo,COD,"Mar 18, 2020",0,3
Democratic Republic of Congo,COD,"Mar 19, 2020",0,14
Democratic Republic of Congo,COD,"Mar 20, 2020",0,14
Democratic Republic of Congo,COD,"Mar 21, 2020",0,14
Democratic Republic of Congo,COD,"Mar 22, 2020",1,23
Democratic Republic of Congo,COD,"Mar 23, 2020",2,26
Democratic Republic of Congo,COD,"Mar 24, 2020",2,26
Democratic Republic of Congo,COD,"Mar 25, 2020",3,45
Democratic Republic of Congo,COD,"Mar 26, 2020",3,45
Democratic Republic of Congo,COD,"Mar 27, 2020",4,54
Denmark,DNK,"Dec 31, 2019",0,0
Denmark,DNK,"Jan 1, 2020",0,0
Denmark,DNK,"Jan 2, 2020",0,0
Denmark,DNK,"Jan 3, 2020",0,0
Denmark,DNK,"Jan 4, 2020",0,0
Denmark,DNK,"Jan 5, 2020",0,0
Denmark,DNK,"Jan 6, 2020",0,0
Denmark,DNK,"Jan 7, 2020",0,0
Denmark,DNK,"Jan 8, 2020",0,0
Denmark,DNK,"Jan 9, 2020",0,0
Denmark,DNK,"Jan 10, 2020",0,0
Denmark,DNK,"Jan 11, 2020",0,0
Denmark,DNK,"Jan 12, 2020",0,0
Denmark,DNK,"Jan 13, 2020",0,0
Denmark,DNK,"Jan 14, 2020",0,0
Denmark,DNK,"Jan 15, 2020",0,0
Denmark,DNK,"Jan 16, 2020",0,0
Denmark,DNK,"Jan 17, 2020",0,0
Denmark,DNK,"Jan 18, 2020",0,0
Denmark,DNK,"Jan 19, 2020",0,0
Denmark,DNK,"Jan 20, 2020",0,0
Denmark,DNK,"Jan 21, 2020",0,0
Denmark,DNK,"Jan 22, 2020",0,0
Denmark,DNK,"Jan 23, 2020",0,0
Denmark,DNK,"Jan 24, 2020",0,0
Denmark,DNK,"Jan 25, 2020",0,0
Denmark,DNK,"Jan 26, 2020",0,0
Denmark,DNK,"Jan 27, 2020",0,0
Denmark,DNK,"Jan 28, 2020",0,0
Denmark,DNK,"Jan 29, 2020",0,0
Denmark,DNK,"Jan 30, 2020",0,0
Denmark,DNK,"Jan 31, 2020",0,0
Denmark,DNK,"Feb 1, 2020",0,0
Denmark,DNK,"Feb 2, 2020",0,0
Denmark,DNK,"Feb 3, 2020",0,0
Denmark,DNK,"Feb 4, 2020",0,0
Denmark,DNK,"Feb 5, 2020",0,0
Denmark,DNK,"Feb 6, 2020",0,0
Denmark,DNK,"Feb 7, 2020",0,0
Denmark,DNK,"Feb 8, 2020",0,0
Denmark,DNK,"Feb 9, 2020",0,0
Denmark,DNK,"Feb 10, 2020",0,0
Denmark,DNK,"Feb 11, 2020",0,0
Denmark,DNK,"Feb 12, 2020",0,0
Denmark,DNK,"Feb 13, 2020",0,0
Denmark,DNK,"Feb 14, 2020",0,0
Denmark,DNK,"Feb 15, 2020",0,0
Denmark,DNK,"Feb 16, 2020",0,0
Denmark,DNK,"Feb 17, 2020",0,0
Denmark,DNK,"Feb 18, 2020",0,0
Denmark,DNK,"Feb 19, 2020",0,0
Denmark,DNK,"Feb 20, 2020",0,0
Denmark,DNK,"Feb 21, 2020",0,0
Denmark,DNK,"Feb 22, 2020",0,0
Denmark,DNK,"Feb 23, 2020",0,0
Denmark,DNK,"Feb 24, 2020",0,0
Denmark,DNK,"Feb 25, 2020",0,0
Denmark,DNK,"Feb 26, 2020",0,0
Denmark,DNK,"Feb 27, 2020",0,1
Denmark,DNK,"Feb 28, 2020",0,1
Denmark,DNK,"Feb 29, 2020",0,2
Denmark,DNK,"Mar 1, 2020",0,3
Denmark,DNK,"Mar 2, 2020",0,4
Denmark,DNK,"Mar 3, 2020",0,5
Denmark,DNK,"Mar 4, 2020",0,8
Denmark,DNK,"Mar 5, 2020",0,10
Denmark,DNK,"Mar 6, 2020",0,20
Denmark,DNK,"Mar 7, 2020",0,23
Denmark,DNK,"Mar 8, 2020",0,31
Denmark,DNK,"Mar 9, 2020",0,38
Denmark,DNK,"Mar 10, 2020",0,113
Denmark,DNK,"Mar 11, 2020",0,264
Denmark,DNK,"Mar 12, 2020",0,516
Denmark,DNK,"Mar 13, 2020",0,676
Denmark,DNK,"Mar 14, 2020",0,804
Denmark,DNK,"Mar 15, 2020",0,827
Denmark,DNK,"Mar 16, 2020",1,875
Denmark,DNK,"Mar 17, 2020",1,932
Denmark,DNK,"Mar 18, 2020",4,1024
Denmark,DNK,"Mar 19, 2020",4,1115
Denmark,DNK,"Mar 20, 2020",6,1151
Denmark,DNK,"Mar 21, 2020",9,1255
Denmark,DNK,"Mar 22, 2020",13,1326
Denmark,DNK,"Mar 23, 2020",13,1395
Denmark,DNK,"Mar 24, 2020",24,1460
Denmark,DNK,"Mar 25, 2020",32,1591
Denmark,DNK,"Mar 26, 2020",34,1724
Denmark,DNK,"Mar 27, 2020",41,1877
Djibouti,DJI,"Mar 19, 2020",0,1
Djibouti,DJI,"Mar 20, 2020",0,1
Djibouti,DJI,"Mar 21, 2020",0,1
Djibouti,DJI,"Mar 22, 2020",0,1
Djibouti,DJI,"Mar 23, 2020",0,1
Djibouti,DJI,"Mar 24, 2020",0,3
Djibouti,DJI,"Mar 25, 2020",0,3
Djibouti,DJI,"Mar 26, 2020",0,12
Djibouti,DJI,"Mar 27, 2020",0,18
Dominica,DMA,"Mar 23, 2020",0,1
Dominica,DMA,"Mar 24, 2020",0,1
Dominica,DMA,"Mar 25, 2020",0,2
Dominica,DMA,"Mar 26, 2020",0,7
Dominica,DMA,"Mar 27, 2020",0,11
Dominican Republic,DOM,"Dec 31, 2019",0,0
Dominican Republic,DOM,"Jan 1, 2020",0,0
Dominican Republic,DOM,"Jan 2, 2020",0,0
Dominican Republic,DOM,"Jan 3, 2020",0,0
Dominican Republic,DOM,"Jan 4, 2020",0,0
Dominican Republic,DOM,"Jan 5, 2020",0,0
Dominican Republic,DOM,"Jan 6, 2020",0,0
Dominican Republic,DOM,"Jan 7, 2020",0,0
Dominican Republic,DOM,"Jan 8, 2020",0,0
Dominican Republic,DOM,"Jan 9, 2020",0,0
Dominican Republic,DOM,"Jan 10, 2020",0,0
Dominican Republic,DOM,"Jan 11, 2020",0,0
Dominican Republic,DOM,"Jan 12, 2020",0,0
Dominican Republic,DOM,"Jan 13, 2020",0,0
Dominican Republic,DOM,"Jan 14, 2020",0,0
Dominican Republic,DOM,"Jan 15, 2020",0,0
Dominican Republic,DOM,"Jan 16, 2020",0,0
Dominican Republic,DOM,"Jan 17, 2020",0,0
Dominican Republic,DOM,"Jan 18, 2020",0,0
Dominican Republic,DOM,"Jan 19, 2020",0,0
Dominican Republic,DOM,"Jan 20, 2020",0,0
Dominican Republic,DOM,"Jan 21, 2020",0,0
Dominican Republic,DOM,"Jan 22, 2020",0,0
Dominican Republic,DOM,"Jan 23, 2020",0,0
Dominican Republic,DOM,"Jan 24, 2020",0,0
Dominican Republic,DOM,"Jan 25, 2020",0,0
Dominican Republic,DOM,"Jan 26, 2020",0,0
Dominican Republic,DOM,"Jan 27, 2020",0,0
Dominican Republic,DOM,"Jan 28, 2020",0,0
Dominican Republic,DOM,"Jan 29, 2020",0,0
Dominican Republic,DOM,"Jan 30, 2020",0,0
Dominican Republic,DOM,"Jan 31, 2020",0,0
Dominican Republic,DOM,"Feb 1, 2020",0,0
Dominican Republic,DOM,"Feb 2, 2020",0,0
Dominican Republic,DOM,"Feb 3, 2020",0,0
Dominican Republic,DOM,"Feb 4, 2020",0,0
Dominican Republic,DOM,"Feb 5, 2020",0,0
Dominican Republic,DOM,"Feb 6, 2020",0,0
Dominican Republic,DOM,"Feb 7, 2020",0,0
Dominican Republic,DOM,"Feb 8, 2020",0,0
Dominican Republic,DOM,"Feb 9, 2020",0,0
Dominican Republic,DOM,"Feb 10, 2020",0,0
Dominican Republic,DOM,"Feb 11, 2020",0,0
Dominican Republic,DOM,"Feb 12, 2020",0,0
Dominican Republic,DOM,"Feb 13, 2020",0,0
Dominican Republic,DOM,"Feb 14, 2020",0,0
Dominican Republic,DOM,"Feb 15, 2020",0,0
Dominican Republic,DOM,"Feb 16, 2020",0,0
Dominican Republic,DOM,"Feb 17, 2020",0,0
Dominican Republic,DOM,"Feb 18, 2020",0,0
Dominican Republic,DOM,"Feb 19, 2020",0,0
Dominican Republic,DOM,"Feb 20, 2020",0,0
Dominican Republic,DOM,"Feb 21, 2020",0,0
Dominican Republic,DOM,"Feb 22, 2020",0,0
Dominican Republic,DOM,"Feb 23, 2020",0,0
Dominican Republic,DOM,"Feb 24, 2020",0,0
Dominican Republic,DOM,"Feb 25, 2020",0,0
Dominican Republic,DOM,"Feb 26, 2020",0,0
Dominican Republic,DOM,"Feb 27, 2020",0,0
Dominican Republic,DOM,"Feb 28, 2020",0,0
Dominican Republic,DOM,"Feb 29, 2020",0,0
Dominican Republic,DOM,"Mar 1, 2020",0,0
Dominican Republic,DOM,"Mar 2, 2020",0,1
Dominican Republic,DOM,"Mar 7, 2020",0,2
Dominican Republic,DOM,"Mar 10, 2020",0,5
Dominican Republic,DOM,"Mar 14, 2020",0,11
Dominican Republic,DOM,"Mar 15, 2020",0,11
Dominican Republic,DOM,"Mar 16, 2020",0,11
Dominican Republic,DOM,"Mar 17, 2020",0,11
Dominican Republic,DOM,"Mar 18, 2020",0,11
Dominican Republic,DOM,"Mar 19, 2020",0,21
Dominican Republic,DOM,"Mar 20, 2020",0,21
Dominican Republic,DOM,"Mar 21, 2020",2,34
Dominican Republic,DOM,"Mar 22, 2020",3,112
Dominican Republic,DOM,"Mar 23, 2020",3,202
Dominican Republic,DOM,"Mar 24, 2020",3,245
Dominican Republic,DOM,"Mar 25, 2020",6,312
Dominican Republic,DOM,"Mar 26, 2020",10,392
Dominican Republic,DOM,"Mar 27, 2020",10,488
Ecuador,ECU,"Dec 31, 2019",0,0
Ecuador,ECU,"Jan 1, 2020",0,0
Ecuador,ECU,"Jan 2, 2020",0,0
Ecuador,ECU,"Jan 3, 2020",0,0
Ecuador,ECU,"Jan 4, 2020",0,0
Ecuador,ECU,"Jan 5, 2020",0,0
Ecuador,ECU,"Jan 6, 2020",0,0
Ecuador,ECU,"Jan 7, 2020",0,0
Ecuador,ECU,"Jan 8, 2020",0,0
Ecuador,ECU,"Jan 9, 2020",0,0
Ecuador,ECU,"Jan 10, 2020",0,0
Ecuador,ECU,"Jan 11, 2020",0,0
Ecuador,ECU,"Jan 12, 2020",0,0
Ecuador,ECU,"Jan 13, 2020",0,0
Ecuador,ECU,"Jan 14, 2020",0,0
Ecuador,ECU,"Jan 15, 2020",0,0
Ecuador,ECU,"Jan 16, 2020",0,0
Ecuador,ECU,"Jan 17, 2020",0,0
Ecuador,ECU,"Jan 18, 2020",0,0
Ecuador,ECU,"Jan 19, 2020",0,0
Ecuador,ECU,"Jan 20, 2020",0,0
Ecuador,ECU,"Jan 21, 2020",0,0
Ecuador,ECU,"Jan 22, 2020",0,0
Ecuador,ECU,"Jan 23, 2020",0,0
Ecuador,ECU,"Jan 24, 2020",0,0
Ecuador,ECU,"Jan 25, 2020",0,0
Ecuador,ECU,"Jan 26, 2020",0,0
Ecuador,ECU,"Jan 27, 2020",0,0
Ecuador,ECU,"Jan 28, 2020",0,0
Ecuador,ECU,"Jan 29, 2020",0,0
Ecuador,ECU,"Jan 30, 2020",0,0
Ecuador,ECU,"Jan 31, 2020",0,0
Ecuador,ECU,"Feb 1, 2020",0,0
Ecuador,ECU,"Feb 2, 2020",0,0
Ecuador,ECU,"Feb 3, 2020",0,0
Ecuador,ECU,"Feb 4, 2020",0,0
Ecuador,ECU,"Feb 5, 2020",0,0
Ecuador,ECU,"Feb 6, 2020",0,0
Ecuador,ECU,"Feb 7, 2020",0,0
Ecuador,ECU,"Feb 8, 2020",0,0
Ecuador,ECU,"Feb 9, 2020",0,0
Ecuador,ECU,"Feb 10, 2020",0,0
Ecuador,ECU,"Feb 11, 2020",0,0
Ecuador,ECU,"Feb 12, 2020",0,0
Ecuador,ECU,"Feb 13, 2020",0,0
Ecuador,ECU,"Feb 14, 2020",0,0
Ecuador,ECU,"Feb 15, 2020",0,0
Ecuador,ECU,"Feb 16, 2020",0,0
Ecuador,ECU,"Feb 17, 2020",0,0
Ecuador,ECU,"Feb 18, 2020",0,0
Ecuador,ECU,"Feb 19, 2020",0,0
Ecuador,ECU,"Feb 20, 2020",0,0
Ecuador,ECU,"Feb 21, 2020",0,0
Ecuador,ECU,"Feb 22, 2020",0,0
Ecuador,ECU,"Feb 23, 2020",0,0
Ecuador,ECU,"Feb 24, 2020",0,0
Ecuador,ECU,"Feb 25, 2020",0,0
Ecuador,ECU,"Feb 26, 2020",0,0
Ecuador,ECU,"Feb 27, 2020",0,0
Ecuador,ECU,"Feb 28, 2020",0,0
Ecuador,ECU,"Feb 29, 2020",0,0
Ecuador,ECU,"Mar 1, 2020",0,1
Ecuador,ECU,"Mar 2, 2020",0,6
Ecuador,ECU,"Mar 3, 2020",0,7
Ecuador,ECU,"Mar 5, 2020",0,10
Ecuador,ECU,"Mar 6, 2020",0,13
Ecuador,ECU,"Mar 9, 2020",0,14
Ecuador,ECU,"Mar 10, 2020",0,15
Ecuador,ECU,"Mar 11, 2020",0,17
Ecuador,ECU,"Mar 14, 2020",1,23
Ecuador,ECU,"Mar 15, 2020",2,28
Ecuador,ECU,"Mar 16, 2020",2,37
Ecuador,ECU,"Mar 17, 2020",2,58
Ecuador,ECU,"Mar 18, 2020",2,111
Ecuador,ECU,"Mar 19, 2020",3,168
Ecuador,ECU,"Mar 20, 2020",3,199
Ecuador,ECU,"Mar 21, 2020",7,426
Ecuador,ECU,"Mar 22, 2020",7,532
Ecuador,ECU,"Mar 23, 2020",14,789
Ecuador,ECU,"Mar 24, 2020",18,981
Ecuador,ECU,"Mar 25, 2020",27,1082
Ecuador,ECU,"Mar 26, 2020",29,1211
Ecuador,ECU,"Mar 27, 2020",34,1403
Egypt,EGY,"Dec 31, 2019",0,0
Egypt,EGY,"Jan 1, 2020",0,0
Egypt,EGY,"Jan 2, 2020",0,0
Egypt,EGY,"Jan 3, 2020",0,0
Egypt,EGY,"Jan 4, 2020",0,0
Egypt,EGY,"Jan 5, 2020",0,0
Egypt,EGY,"Jan 6, 2020",0,0
Egypt,EGY,"Jan 7, 2020",0,0
Egypt,EGY,"Jan 8, 2020",0,0
Egypt,EGY,"Jan 9, 2020",0,0
Egypt,EGY,"Jan 10, 2020",0,0
Egypt,EGY,"Jan 11, 2020",0,0
Egypt,EGY,"Jan 12, 2020",0,0
Egypt,EGY,"Jan 13, 2020",0,0
Egypt,EGY,"Jan 14, 2020",0,0
Egypt,EGY,"Jan 15, 2020",0,0
Egypt,EGY,"Jan 16, 2020",0,0
Egypt,EGY,"Jan 17, 2020",0,0
Egypt,EGY,"Jan 18, 2020",0,0
Egypt,EGY,"Jan 19, 2020",0,0
Egypt,EGY,"Jan 20, 2020",0,0
Egypt,EGY,"Jan 21, 2020",0,0
Egypt,EGY,"Jan 22, 2020",0,0
Egypt,EGY,"Jan 23, 2020",0,0
Egypt,EGY,"Jan 24, 2020",0,0
Egypt,EGY,"Jan 25, 2020",0,0
Egypt,EGY,"Jan 26, 2020",0,0
Egypt,EGY,"Jan 27, 2020",0,0
Egypt,EGY,"Jan 28, 2020",0,0
Egypt,EGY,"Jan 29, 2020",0,0
Egypt,EGY,"Jan 30, 2020",0,0
Egypt,EGY,"Jan 31, 2020",0,0
Egypt,EGY,"Feb 1, 2020",0,0
Egypt,EGY,"Feb 2, 2020",0,0
Egypt,EGY,"Feb 3, 2020",0,0
Egypt,EGY,"Feb 4, 2020",0,0
Egypt,EGY,"Feb 5, 2020",0,0
Egypt,EGY,"Feb 6, 2020",0,0
Egypt,EGY,"Feb 7, 2020",0,0
Egypt,EGY,"Feb 8, 2020",0,0
Egypt,EGY,"Feb 9, 2020",0,0
Egypt,EGY,"Feb 10, 2020",0,0
Egypt,EGY,"Feb 11, 2020",0,0
Egypt,EGY,"Feb 12, 2020",0,0
Egypt,EGY,"Feb 13, 2020",0,0
Egypt,EGY,"Feb 14, 2020",0,0
Egypt,EGY,"Feb 15, 2020",0,1
Egypt,EGY,"Feb 16, 2020",0,1
Egypt,EGY,"Feb 17, 2020",0,1
Egypt,EGY,"Feb 18, 2020",0,1
Egypt,EGY,"Feb 19, 2020",0,1
Egypt,EGY,"Feb 20, 2020",0,1
Egypt,EGY,"Feb 21, 2020",0,1
Egypt,EGY,"Feb 22, 2020",0,1
Egypt,EGY,"Feb 23, 2020",0,1
Egypt,EGY,"Feb 24, 2020",0,1
Egypt,EGY,"Feb 25, 2020",0,1
Egypt,EGY,"Feb 26, 2020",0,1
Egypt,EGY,"Feb 27, 2020",0,1
Egypt,EGY,"Feb 28, 2020",0,1
Egypt,EGY,"Feb 29, 2020",0,1
Egypt,EGY,"Mar 1, 2020",0,1
Egypt,EGY,"Mar 2, 2020",0,2
Egypt,EGY,"Mar 6, 2020",0,3
Egypt,EGY,"Mar 7, 2020",0,15
Egypt,EGY,"Mar 9, 2020",1,49
Egypt,EGY,"Mar 10, 2020",1,55
Egypt,EGY,"Mar 11, 2020",1,59
Egypt,EGY,"Mar 12, 2020",1,60
Egypt,EGY,"Mar 13, 2020",2,80
Egypt,EGY,"Mar 14, 2020",2,93
Egypt,EGY,"Mar 15, 2020",2,93
Egypt,EGY,"Mar 16, 2020",2,110
Egypt,EGY,"Mar 17, 2020",2,126
Egypt,EGY,"Mar 18, 2020",4,166
Egypt,EGY,"Mar 19, 2020",6,196
Egypt,EGY,"Mar 20, 2020",6,210
Egypt,EGY,"Mar 21, 2020",7,256
Egypt,EGY,"Mar 22, 2020",8,285
Egypt,EGY,"Mar 23, 2020",10,294
Egypt,EGY,"Mar 24, 2020",14,327
Egypt,EGY,"Mar 25, 2020",19,366
Egypt,EGY,"Mar 26, 2020",21,442
Egypt,EGY,"Mar 27, 2020",21,456
El Salvador,SLV,"Mar 19, 2020",0,1
El Salvador,SLV,"Mar 20, 2020",0,1
El Salvador,SLV,"Mar 21, 2020",0,3
El Salvador,SLV,"Mar 22, 2020",0,3
El Salvador,SLV,"Mar 23, 2020",0,3
El Salvador,SLV,"Mar 24, 2020",0,5
El Salvador,SLV,"Mar 25, 2020",0,9
El Salvador,SLV,"Mar 26, 2020",0,13
El Salvador,SLV,"Mar 27, 2020",0,13
Equatorial Guinea,GNQ,"Mar 15, 2020",0,1
Equatorial Guinea,GNQ,"Mar 16, 2020",0,1
Equatorial Guinea,GNQ,"Mar 17, 2020",0,1
Equatorial Guinea,GNQ,"Mar 18, 2020",0,1
Equatorial Guinea,GNQ,"Mar 19, 2020",0,3
Equatorial Guinea,GNQ,"Mar 20, 2020",0,4
Equatorial Guinea,GNQ,"Mar 21, 2020",0,4
Equatorial Guinea,GNQ,"Mar 22, 2020",0,6
Equatorial Guinea,GNQ,"Mar 23, 2020",0,6
Equatorial Guinea,GNQ,"Mar 24, 2020",0,9
Equatorial Guinea,GNQ,"Mar 25, 2020",0,9
Equatorial Guinea,GNQ,"Mar 26, 2020",0,11
Equatorial Guinea,GNQ,"Mar 27, 2020",0,12
Eritrea,ERI,"Mar 22, 2020",0,1
Eritrea,ERI,"Mar 23, 2020",0,1
Eritrea,ERI,"Mar 24, 2020",0,1
Eritrea,ERI,"Mar 25, 2020",0,1
Eritrea,ERI,"Mar 26, 2020",0,4
Eritrea,ERI,"Mar 27, 2020",0,6
Estonia,EST,"Dec 31, 2019",0,0
Estonia,EST,"Jan 1, 2020",0,0
Estonia,EST,"Jan 2, 2020",0,0
Estonia,EST,"Jan 3, 2020",0,0
Estonia,EST,"Jan 4, 2020",0,0
Estonia,EST,"Jan 5, 2020",0,0
Estonia,EST,"Jan 6, 2020",0,0
Estonia,EST,"Jan 7, 2020",0,0
Estonia,EST,"Jan 8, 2020",0,0
Estonia,EST,"Jan 9, 2020",0,0
Estonia,EST,"Jan 10, 2020",0,0
Estonia,EST,"Jan 11, 2020",0,0
Estonia,EST,"Jan 12, 2020",0,0
Estonia,EST,"Jan 13, 2020",0,0
Estonia,EST,"Jan 14, 2020",0,0
Estonia,EST,"Jan 15, 2020",0,0
Estonia,EST,"Jan 16, 2020",0,0
Estonia,EST,"Jan 17, 2020",0,0
Estonia,EST,"Jan 18, 2020",0,0
Estonia,EST,"Jan 19, 2020",0,0
Estonia,EST,"Jan 20, 2020",0,0
Estonia,EST,"Jan 21, 2020",0,0
Estonia,EST,"Jan 22, 2020",0,0
